person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default,risk_segment
27,33000,Rent,0.0,Personal,C,8875,14.65,0,0.27,N,8,0.11,Low Risk
34,33000,Rent,3.0,Medical,A,8875,7.66,0,0.27,N,7,0.05,Low Risk
30,38000,Rent,3.0,Personal,D,8875,16.89,0,0.23,N,5,0.09,Low Risk
28,50000,Rent,0.0,Home Improvement,B,8825,11.49,0,0.18,N,7,0.07,Low Risk
29,28114,Rent,0.0,Debt Consolidation,B,8800,10.0,1,0.31,N,10,1.0,High Risk
28,44894,Own,8.0,Education,A,3600,7.88,0,0.08,N,6,0.0,Low Risk
27,42000,Rent,3.0,Debt Consolidation,B,8800,11.71,0,0.21,N,5,0.01,Low Risk
28,44928,Mortgage,5.0,Venture,C,1000,13.06,0,0.02,Y,8,0.06,Low Risk
28,42000,Rent,3.0,Medical,B,8800,12.42,0,0.21,N,10,0.01,Low Risk
31,45996,Rent,10.0,Venture,C,8800,12.84,0,0.19,Y,10,0.04,Low Risk
35,46000,Rent,4.0,Personal,C,8800,14.27,0,0.19,N,7,0.04,Low Risk
29,44991,Mortgage,13.0,Medical,C,5000,14.72,0,0.11,Y,8,0.08,Low Risk
29,46296,Rent,14.0,Education,D,8800,14.42,0,0.19,N,7,0.12,Low Risk
29,48000,Rent,1.0,Medical,A,8800,8.49,0,0.18,N,9,0.0,Low Risk
31,50000,Rent,5.0,Medical,A,8800,6.17,0,0.18,N,9,0.0,Low Risk
27,60000,Rent,2.0,Home Improvement,B,8800,11.36,0,0.15,N,10,0.0,Low Risk
27,65000,Rent,8.0,Education,A,8800,6.03,0,0.14,N,9,0.03,Low Risk
30,65000,Rent,3.0,Debt Consolidation,B,8800,10.0,0,0.14,N,8,0.01,Low Risk
29,65500,Rent,1.0,Debt Consolidation,B,8800,10.71,0,0.13,N,10,0.03,Low Risk
28,93200,Rent,1.0,Venture,A,8800,7.88,0,0.09,N,7,0.01,Low Risk
31,100000,Rent,3.0,Education,B,8800,10.0,0,0.09,N,8,0.0,Low Risk
27,44000,Rent,1.0,Venture,D,5000,16.89,1,0.11,Y,10,0.99,High Risk
29,50000,Rent,11.0,Education,B,5000,10.37,0,0.1,N,5,0.02,Low Risk
31,50000,Rent,0.0,Medical,A,5000,6.91,0,0.1,N,7,0.0,Low Risk
35,45000,Own,6.0,Venture,D,10000,16.77,0,0.22,N,5,0.02,Low Risk
27,50000,Rent,7.0,Debt Consolidation,C,5000,13.61,0,0.1,Y,8,0.04,Low Risk
30,50000,Rent,5.0,Medical,B,5000,11.14,0,0.1,N,8,0.04,Low Risk
32,44000,Rent,4.0,Personal,G,5000,20.17,1,0.11,N,10,0.94,High Risk
27,44000,Rent,5.0,Home Improvement,E,5000,16.35,1,0.11,Y,6,0.85,High Risk
31,39000,Mortgage,6.0,Debt Consolidation,D,4000,16.77,1,0.1,Y,9,0.95,High Risk
35,44000,Rent,3.0,Personal,E,5000,16.95,1,0.11,Y,9,0.78,High Risk
31,45000,Mortgage,12.0,Debt Consolidation,C,12250,14.27,0,0.27,Y,10,0.1,Low Risk
32,44004,Rent,2.0,Debt Consolidation,F,5000,18.25,1,0.11,N,5,0.96,High Risk
27,44004,Rent,0.0,Personal,C,5000,13.79,1,0.11,N,8,0.67,High Risk
28,50176,Rent,3.0,Medical,B,5000,10.59,0,0.1,N,9,0.02,Low Risk
28,45000,Own,11.0,Medical,C,10500,15.96,0,0.23,N,8,0.0,Low Risk
35,50532,Rent,8.0,Venture,C,5000,13.57,0,0.1,Y,8,0.02,Low Risk
29,50700,Rent,2.0,Home Improvement,B,5000,9.88,0,0.1,N,8,0.04,Low Risk
35,51000,Rent,5.0,Education,C,5000,12.98,0,0.1,Y,10,0.04,Low Risk
30,45000,Rent,11.0,Medical,C,5000,12.73,1,0.11,Y,8,0.89,High Risk
29,51000,Rent,1.0,Debt Consolidation,A,5000,8.0,0,0.1,N,6,0.01,Low Risk
27,45200,Rent,11.0,Education,D,5000,16.0,1,0.11,N,10,0.8,High Risk
27,45000,Own,9.0,Medical,A,12000,6.03,0,0.27,N,7,0.0,Low Risk
28,51200,Rent,0.0,Education,B,5000,11.14,0,0.1,N,10,0.08,Low Risk
27,45000,Mortgage,2.0,Education,A,3000,6.62,0,0.07,N,10,0.02,Low Risk
27,45000,Mortgage,4.0,Education,B,10000,10.65,0,0.22,N,8,0.01,Low Risk
29,45000,Own,0.0,Medical,D,10000,17.58,0,0.22,Y,6,0.06,Low Risk
35,20000,Rent,2.0,Personal,C,8500,13.57,1,0.42,N,10,1.0,High Risk
35,20000,Rent,0.0,Education,D,8500,15.05,1,0.42,Y,10,1.0,High Risk
29,21996,Rent,6.0,Debt Consolidation,D,8500,14.11,1,0.39,Y,7,0.99,High Risk
32,45000,Mortgage,2.0,Medical,C,8000,14.65,0,0.18,N,8,0.01,Low Risk
32,45000,Mortgage,0.0,Venture,B,14000,12.69,0,0.31,N,9,0.04,Low Risk
30,45000,Mortgage,6.0,Home Improvement,A,7500,7.9,0,0.17,N,5,0.05,Low Risk
27,45000,Mortgage,4.0,Medical,A,5000,6.03,0,0.11,N,9,0.0,Low Risk
32,45000,Mortgage,8.0,Debt Consolidation,A,2100,6.99,0,0.05,N,10,0.01,Low Risk
28,45000,Mortgage,12.0,Home Improvement,A,8000,7.49,0,0.18,N,8,0.06,Low Risk
32,45000,Mortgage,8.0,Medical,A,9250,8.49,0,0.21,N,6,0.03,Low Risk
31,39000,Mortgage,11.0,Debt Consolidation,A,2200,7.49,1,0.06,N,6,0.63,High Risk
35,27996,Rent,14.0,Medical,B,8500,11.58,0,0.3,N,6,0.07,Low Risk
27,39000,Mortgage,11.0,Home Improvement,E,5000,18.79,1,0.13,N,6,0.91,High Risk
28,45000,Mortgage,6.0,Debt Consolidation,A,10000,5.99,0,0.22,N,10,0.02,Low Risk
32,45000,Mortgage,16.0,Personal,A,6000,7.49,0,0.13,N,6,0.0,Low Risk
34,45000,Own,0.0,Venture,A,7000,5.42,0,0.16,N,5,0.0,Low Risk
28,31800,Rent,2.0,Medical,D,8500,16.07,1,0.27,N,10,0.97,High Risk
31,45000,Mortgage,16.0,Venture,B,6000,10.99,0,0.13,N,10,0.0,Low Risk
27,45000,Mortgage,3.0,Personal,A,4000,6.99,0,0.09,N,7,0.01,Low Risk
30,39000,Mortgage,13.0,Home Improvement,C,3000,13.99,1,0.08,Y,10,0.72,High Risk
28,33000,Rent,12.0,Medical,C,8500,13.99,0,0.26,N,9,0.12,Low Risk
35,45000,Mortgage,5.0,Venture,A,6000,6.99,0,0.13,N,9,0.0,Low Risk
27,37273,Rent,4.0,Personal,B,8500,10.0,0,0.23,N,10,0.02,Low Risk
27,38000,Rent,5.0,Education,A,8500,6.99,0,0.22,N,10,0.01,Low Risk
29,45000,Own,13.0,Venture,B,15000,11.49,0,0.33,N,8,0.02,Low Risk
30,40000,Rent,2.0,Medical,C,8500,12.53,0,0.21,N,8,0.02,Low Risk
30,40556,Rent,12.0,Education,C,8500,12.87,0,0.21,Y,7,0.08,Low Risk
32,45000,Mortgage,12.0,Education,A,4800,7.49,0,0.11,N,7,0.06,Low Risk
27,42000,Rent,4.0,Debt Consolidation,B,8500,9.99,0,0.2,N,8,0.01,Low Risk
27,45000,Mortgage,11.0,Personal,B,3450,11.99,0,0.08,N,7,0.1,Low Risk
28,45000,Mortgage,5.0,Home Improvement,D,15000,15.99,0,0.33,Y,8,0.21,Medium Risk
30,44000,Rent,1.0,Education,B,8500,11.36,0,0.19,N,7,0.0,Low Risk
33,45000,Rent,2.0,Medical,B,8500,10.62,0,0.19,N,6,0.0,Low Risk
29,45000,Mortgage,4.0,Personal,D,15000,18.49,0,0.33,N,6,0.12,Low Risk
30,45000,Rent,0.0,Medical,B,8500,11.89,0,0.19,N,7,0.0,Low Risk
28,47500,Rent,2.0,Education,A,8500,7.88,0,0.18,N,10,0.03,Low Risk
27,45000,Mortgage,5.0,Debt Consolidation,C,5400,12.99,0,0.12,N,7,0.07,Low Risk
34,50004,Rent,5.0,Venture,B,8500,9.45,0,0.17,N,6,0.0,Low Risk
28,53000,Rent,2.0,Medical,A,8500,5.79,0,0.16,N,9,0.01,Low Risk
32,54000,Rent,16.0,Home Improvement,A,8500,7.49,0,0.16,N,6,0.11,Low Risk
32,45000,Mortgage,7.0,Debt Consolidation,A,4000,7.49,0,0.09,N,7,0.02,Low Risk
32,45000,Mortgage,6.0,Education,A,6400,7.49,0,0.14,N,8,0.01,Low Risk
27,58000,Rent,0.0,Home Improvement,C,8500,13.49,0,0.15,Y,6,0.09,Low Risk
34,60353,Rent,13.0,Personal,B,8500,10.65,0,0.14,N,6,0.03,Low Risk
29,55000,Rent,0.0,Personal,D,8500,16.29,1,0.15,Y,8,0.98,High Risk
30,42000,Rent,0.0,Medical,A,8450,8.59,0,0.2,N,7,0.0,Low Risk
31,45000,Mortgage,15.0,Home Improvement,C,15000,13.06,0,0.33,Y,5,0.05,Low Risk
29,28000,Rent,9.0,Venture,B,8400,11.48,0,0.3,N,6,0.03,Low Risk
34,52000,Rent,2.0,Venture,C,5000,13.99,0,0.1,Y,8,0.09,Low Risk
30,45000,Mortgage,4.0,Debt Consolidation,B,4450,10.37,0,0.1,N,6,0.01,Low Risk
28,52000,Rent,4.0,Medical,C,5000,12.23,0,0.1,Y,9,0.06,Low Risk
28,52000,Rent,12.0,Home Improvement,C,5000,13.48,0,0.1,Y,7,0.06,Low Risk
29,52100,Rent,13.0,Personal,B,5000,10.99,0,0.1,N,9,0.08,Low Risk
35,45000,Mortgage,4.0,Debt Consolidation,A,7500,7.29,0,0.17,N,9,0.01,Low Risk
29,53000,Rent,0.0,Home Improvement,A,5000,5.42,0,0.09,N,6,0.06,Low Risk
27,45000,Mortgage,12.0,Debt Consolidation,B,5000,9.25,0,0.11,N,10,0.06,Low Risk
28,39000,Mortgage,13.0,Medical,D,3375,14.83,1,0.09,N,8,0.96,High Risk
28,53500,Rent,4.0,Venture,B,5000,12.18,0,0.09,N,5,0.0,Low Risk
31,53922,Rent,15.0,Home Improvement,B,5000,10.59,0,0.09,N,5,0.11,Low Risk
34,53995,Rent,10.0,Personal,B,5000,9.63,0,0.09,N,6,0.03,Low Risk
32,54000,Rent,2.0,Medical,A,5000,7.9,0,0.09,N,7,0.01,Low Risk
32,45000,Mortgage,3.0,Debt Consolidation,A,5000,5.79,0,0.11,N,5,0.02,Low Risk
35,54396,Rent,4.0,Medical,C,5000,11.34,0,0.09,Y,10,0.09,Low Risk
28,54590,Rent,3.0,Education,A,5000,6.03,0,0.09,N,6,0.06,Low Risk
27,45000,Mortgage,7.0,Debt Consolidation,A,6800,6.17,0,0.15,N,9,0.01,Low Risk
27,45000,Mortgage,7.0,Personal,A,12000,6.91,0,0.27,N,8,0.04,Low Risk
27,54792,Rent,4.0,Education,C,5000,13.48,0,0.09,N,5,0.04,Low Risk
31,48996,Rent,0.0,Debt Consolidation,E,5000,16.4,1,0.1,Y,5,1.0,High Risk
29,45000,Mortgage,7.0,Personal,A,4000,6.17,0,0.09,N,9,0.01,Low Risk
31,54996,Rent,5.0,Personal,A,5000,8.0,0,0.09,N,9,0.0,Low Risk
28,45000,Mortgage,2.0,Education,A,3000,5.79,0,0.07,N,8,0.0,Low Risk
30,45000,Mortgage,5.0,Venture,B,8000,10.36,0,0.18,N,9,0.0,Low Risk
27,45000,Mortgage,2.0,Medical,A,10000,6.17,0,0.22,N,9,0.0,Low Risk
27,55000,Rent,11.0,Debt Consolidation,C,5000,13.8,0,0.09,N,6,0.07,Low Risk
30,49000,Rent,13.0,Education,B,5000,10.74,1,0.1,N,10,0.68,High Risk
29,55000,Rent,2.0,Education,A,5000,7.14,0,0.09,N,5,0.0,Low Risk
30,49000,Rent,2.0,Home Improvement,D,5000,15.31,1,0.1,Y,10,1.0,High Risk
31,55000,Rent,3.0,Home Improvement,B,5000,12.18,0,0.09,N,8,0.06,Low Risk
27,45000,Own,5.0,Education,C,15250,13.98,0,0.34,N,10,0.0,Low Risk
28,55000,Rent,3.0,Medical,C,5000,12.53,0,0.09,Y,10,0.05,Low Risk
29,45000,Own,13.0,Personal,A,10000,7.88,0,0.22,N,10,0.0,Low Risk
34,56000,Rent,16.0,Personal,A,5000,8.9,0,0.09,N,8,0.04,Low Risk
32,45000,Mortgage,6.0,Personal,A,15000,7.51,0,0.33,N,5,0.06,Low Risk
33,51000,Rent,17.0,Medical,D,5000,14.96,1,0.1,Y,9,0.93,High Risk
29,57312,Rent,3.0,Debt Consolidation,B,5000,11.86,0,0.09,N,6,0.05,Low Risk
35,45000,Mortgage,16.0,Medical,C,6500,13.98,0,0.14,N,10,0.05,Low Risk
34,45000,Mortgage,3.0,Medical,C,5300,13.23,0,0.12,N,6,0.05,Low Risk
34,45000,Mortgage,1.0,Venture,B,12000,11.86,0,0.27,N,9,0.01,Low Risk
33,58000,Rent,0.0,Venture,A,5000,7.51,0,0.09,N,7,0.01,Low Risk
29,45000,Mortgage,5.0,Home Improvement,D,8000,15.58,0,0.18,N,9,0.14,Low Risk
30,45000,Mortgage,11.0,Medical,A,2500,6.76,0,0.06,N,10,0.02,Low Risk
28,52000,Rent,12.0,Home Improvement,B,5000,11.36,1,0.1,N,7,0.55,Medium Risk
27,45000,Mortgage,0.0,Home Improvement,B,3900,11.36,0,0.09,N,6,0.03,Low Risk
31,45000,Mortgage,5.0,Venture,B,10000,9.88,0,0.22,N,8,0.0,Low Risk
28,59600,Rent,2.0,Home Improvement,A,5000,5.79,0,0.08,N,10,0.05,Low Risk
28,60000,Rent,12.0,Personal,A,5000,8.49,0,0.08,N,5,0.01,Low Risk
27,54000,Rent,6.0,Debt Consolidation,B,5000,11.99,1,0.09,N,10,0.66,High Risk
31,45000,Mortgage,8.0,Venture,B,7500,10.62,0,0.17,N,5,0.01,Low Risk
31,45000,Mortgage,6.0,Debt Consolidation,A,2500,7.88,0,0.06,N,8,0.03,Low Risk
32,60000,Rent,16.0,Medical,A,5000,7.29,0,0.08,N,9,0.0,Low Risk
31,39000,Mortgage,5.0,Education,B,22000,11.36,1,0.56,N,5,0.73,High Risk
29,45000,Own,0.0,Education,B,6800,10.62,0,0.15,N,5,0.01,Low Risk
28,60000,Rent,12.0,Home Improvement,D,5000,15.7,0,0.08,Y,7,0.07,Low Risk
27,54000,Rent,0.0,Debt Consolidation,D,5000,13.17,1,0.09,N,8,0.95,High Risk
29,45000,Mortgage,4.0,Home Improvement,C,14000,13.48,0,0.31,Y,5,0.03,Low Risk
30,54000,Rent,2.0,Venture,E,5000,15.13,1,0.09,N,9,0.93,High Risk
32,60040,Rent,1.0,Venture,B,5000,8.88,0,0.08,N,10,0.0,Low Risk
30,60400,Rent,2.0,Venture,B,5000,12.69,0,0.08,N,8,0.01,Low Risk
30,45000,Mortgage,5.0,Education,B,3250,10.62,0,0.07,N,6,0.02,Low Risk
28,61000,Rent,3.0,Venture,B,5000,10.37,0,0.08,N,7,0.01,Low Risk
29,45000,Own,4.0,Venture,B,20000,10.62,0,0.44,N,6,0.0,Low Risk
27,63000,Rent,11.0,Debt Consolidation,B,5000,10.0,0,0.08,N,5,0.02,Low Risk
34,63500,Rent,5.0,Education,A,5000,9.63,0,0.08,N,7,0.02,Low Risk
27,64000,Rent,2.0,Venture,C,5000,12.99,0,0.08,Y,8,0.03,Low Risk
27,45000,Own,3.0,Personal,B,3500,11.14,0,0.08,N,8,0.0,Low Risk
27,45000,Mortgage,3.0,Medical,C,18000,12.87,0,0.4,N,8,0.13,Low Risk
27,45000,Mortgage,4.0,Home Improvement,A,12000,8.94,0,0.27,N,6,0.03,Low Risk
27,65000,Rent,12.0,Debt Consolidation,C,5000,13.99,0,0.08,Y,9,0.05,Low Risk
28,59000,Rent,2.0,Debt Consolidation,C,5000,15.23,1,0.08,N,6,0.72,High Risk
27,45000,Mortgage,8.0,Debt Consolidation,A,16750,8.94,0,0.37,N,7,0.04,Low Risk
30,45000,Mortgage,11.0,Venture,C,10000,13.57,0,0.22,Y,6,0.09,Low Risk
34,65004,Rent,8.0,Home Improvement,B,5000,10.59,0,0.08,N,9,0.02,Low Risk
27,66000,Rent,10.0,Medical,C,5000,13.99,0,0.08,Y,10,0.03,Low Risk
33,66000,Rent,17.0,Education,A,5000,7.29,0,0.08,N,8,0.0,Low Risk
27,60000,Rent,0.0,Personal,D,5000,14.54,1,0.08,N,10,0.98,High Risk
34,45000,Mortgage,1.0,Debt Consolidation,C,3800,13.16,0,0.08,Y,5,0.07,Low Risk
27,60000,Rent,2.0,Home Improvement,D,5000,15.21,1,0.08,Y,9,0.95,High Risk
29,60000,Rent,0.0,Medical,C,5000,14.22,1,0.08,N,9,0.7,High Risk
27,66240,Rent,7.0,Venture,A,5000,5.79,0,0.08,N,6,0.0,Low Risk
28,66920,Rent,12.0,Debt Consolidation,C,5000,14.26,0,0.07,Y,8,0.09,Low Risk
28,66924,Rent,1.0,Education,B,5000,11.86,0,0.07,N,10,0.03,Low Risk
32,68000,Rent,16.0,Venture,D,5000,15.7,0,0.07,N,7,0.09,Low Risk
33,68004,Rent,17.0,Education,C,5000,13.49,0,0.07,N,8,0.06,Low Risk
30,63600,Rent,7.0,Personal,B,5000,10.39,1,0.08,N,8,0.62,High Risk
31,45000,Mortgage,12.0,Personal,A,6000,9.32,0,0.13,N,9,0.03,Low Risk
27,69996,Rent,12.0,Personal,A,5000,9.63,0,0.07,N,5,0.06,Low Risk
27,45000,Own,4.0,Venture,C,20000,12.84,0,0.44,N,10,0.0,Low Risk
34,70000,Rent,0.0,Debt Consolidation,B,5000,9.91,0,0.07,N,7,0.05,Low Risk
30,70000,Rent,6.0,Personal,B,5000,11.71,0,0.07,N,5,0.04,Low Risk
35,70000,Rent,9.0,Venture,A,5000,7.74,0,0.07,N,6,0.0,Low Risk
29,45000,Mortgage,13.0,Education,A,13000,9.63,0,0.29,N,9,0.12,Low Risk
29,45000,Own,8.0,Medical,B,8000,12.21,0,0.18,N,10,0.0,Low Risk
34,72000,Rent,6.0,Medical,B,5000,10.59,0,0.07,N,9,0.02,Low Risk
28,72000,Rent,8.0,Personal,B,5000,10.59,0,0.07,N,9,0.1,Low Risk
28,72467,Rent,2.0,Medical,B,5000,8.88,0,0.07,N,7,0.01,Low Risk
30,72516,Rent,11.0,Personal,C,5000,13.85,0,0.07,Y,6,0.08,Low Risk
27,45000,Mortgage,9.0,Medical,B,12000,9.76,0,0.27,N,6,0.04,Low Risk
32,75000,Rent,4.0,Medical,B,5000,9.99,0,0.07,N,8,0.05,Low Risk
31,75000,Rent,0.0,Medical,B,5000,10.75,0,0.07,N,6,0.02,Low Risk
28,75000,Rent,5.0,Medical,A,5000,7.88,0,0.07,N,10,0.0,Low Risk
31,39000,Mortgage,0.0,Home Improvement,D,12000,13.3,1,0.31,N,7,0.8,High Risk
30,75000,Rent,0.0,Personal,B,5000,10.62,0,0.07,N,5,0.02,Low Risk
32,39000,Mortgage,7.0,Home Improvement,D,2800,12.17,1,0.07,Y,6,0.83,High Risk
28,45100,Mortgage,2.0,Venture,A,6000,5.42,0,0.13,N,9,0.01,Low Risk
28,45136,Mortgage,13.0,Education,B,10175,12.69,0,0.23,N,9,0.12,Low Risk
33,45180,Mortgage,0.0,Venture,A,7000,8.0,0,0.15,N,7,0.0,Low Risk
28,78500,Rent,2.0,Home Improvement,C,5000,14.27,0,0.06,Y,6,0.03,Low Risk
34,45204,Mortgage,4.0,Personal,A,5000,9.63,0,0.11,N,9,0.0,Low Risk
34,80000,Rent,4.0,Home Improvement,A,5000,6.17,0,0.06,N,10,0.02,Low Risk
29,45324,Mortgage,4.0,Personal,D,15150,14.54,0,0.33,N,10,0.1,Low Risk
28,74000,Rent,0.0,Debt Consolidation,D,5000,15.21,1,0.07,N,8,0.98,High Risk
27,80004,Rent,1.0,Venture,C,5000,13.47,0,0.06,Y,9,0.03,Low Risk
28,81996,Rent,5.0,Personal,C,5000,14.26,0,0.06,N,5,0.09,Low Risk
33,82000,Rent,9.0,Venture,A,5000,7.51,0,0.06,N,8,0.0,Low Risk
34,82000,Rent,3.0,Home Improvement,A,5000,8.32,0,0.06,N,9,0.03,Low Risk
33,82150,Rent,4.0,Home Improvement,A,5000,7.51,0,0.06,N,5,0.05,Low Risk
32,65453,Rent,15.0,Medical,C,5000,11.28,1,0.06,Y,9,0.64,High Risk
32,45489,Mortgage,13.0,Personal,C,18250,12.73,0,0.4,Y,5,0.1,Low Risk
29,45500,Mortgage,6.0,Home Improvement,B,10000,10.65,0,0.22,N,10,0.03,Low Risk
33,85000,Rent,11.0,Education,A,5000,7.9,0,0.06,N,8,0.01,Low Risk
31,45500,Mortgage,5.0,Venture,B,7500,11.49,0,0.16,N,5,0.01,Low Risk
27,45500,Mortgage,2.0,Debt Consolidation,C,5000,13.23,0,0.11,Y,8,0.07,Low Risk
27,45500,Own,11.0,Venture,C,14000,13.92,0,0.31,Y,6,0.04,Low Risk
34,85000,Rent,7.0,Venture,B,5000,11.83,0,0.06,N,5,0.01,Low Risk
31,45504,Mortgage,3.0,Education,B,7000,9.88,0,0.15,N,8,0.05,Low Risk
30,85000,Rent,5.0,Venture,D,5000,15.05,0,0.06,N,9,0.05,Low Risk
29,45516,Mortgage,13.0,Debt Consolidation,C,6000,13.49,0,0.13,N,8,0.04,Low Risk
35,85000,Rent,0.0,Home Improvement,A,5000,9.07,0,0.06,N,6,0.04,Low Risk
27,45600,Mortgage,6.0,Venture,A,15350,8.9,0,0.34,N,10,0.0,Low Risk
27,45600,Mortgage,6.0,Medical,A,3000,6.99,0,0.07,N,7,0.0,Low Risk
27,45600,Mortgage,11.0,Education,A,7500,5.42,0,0.16,N,5,0.05,Low Risk
33,45600,Mortgage,1.0,Education,A,4000,5.99,0,0.09,N,10,0.03,Low Risk
27,45600,Mortgage,3.0,Home Improvement,A,1450,8.49,0,0.03,N,8,0.04,Low Risk
30,39600,Mortgage,11.0,Education,A,15000,7.49,1,0.38,N,5,0.7,High Risk
28,89400,Rent,12.0,Home Improvement,D,5000,15.2,0,0.06,N,6,0.08,Low Risk
30,45600,Mortgage,5.0,Home Improvement,A,5000,7.29,0,0.11,N,8,0.02,Low Risk
29,45600,Mortgage,7.0,Venture,B,9600,10.36,0,0.21,N,5,0.0,Low Risk
27,91200,Rent,3.0,Debt Consolidation,C,5000,13.49,0,0.05,Y,10,0.03,Low Risk
32,96000,Rent,1.0,Personal,B,5000,11.99,0,0.05,N,9,0.02,Low Risk
29,45600,Mortgage,9.0,Personal,A,2000,7.88,0,0.04,N,10,0.02,Low Risk
28,96000,Rent,5.0,Venture,B,5000,11.12,0,0.05,N,7,0.0,Low Risk
27,39600,Mortgage,4.0,Venture,G,2500,20.86,1,0.06,Y,8,0.89,High Risk
30,45600,Mortgage,0.0,Venture,A,6400,8.94,0,0.14,N,7,0.0,Low Risk
27,98000,Rent,3.0,Venture,C,5000,13.98,0,0.05,Y,6,0.02,Low Risk
28,45678,Own,12.0,Personal,D,8000,15.58,0,0.18,N,10,0.01,Low Risk
27,45727,Mortgage,5.0,Education,D,1000,16.29,0,0.02,Y,9,0.13,Low Risk
28,99996,Rent,7.0,Medical,B,5000,11.49,0,0.05,N,10,0.01,Low Risk
30,39760,Mortgage,0.0,Debt Consolidation,B,14500,10.75,1,0.36,N,7,0.71,High Risk
27,100000,Rent,11.0,Medical,B,5000,12.42,0,0.05,N,8,0.02,Low Risk
29,100000,Rent,0.0,Education,C,5000,12.23,0,0.05,N,8,0.02,Low Risk
35,100000,Rent,0.0,Medical,A,5000,7.74,0,0.05,N,7,0.01,Low Risk
27,103000,Rent,2.0,Venture,A,5000,9.32,0,0.05,N,7,0.0,Low Risk
28,39912,Mortgage,2.0,Education,A,10000,8.49,1,0.25,N,8,0.64,High Risk
35,95028,Rent,2.0,Home Improvement,D,5000,14.42,1,0.05,Y,6,0.94,High Risk
33,113800,Rent,8.0,Medical,B,5000,11.83,0,0.04,N,9,0.04,Low Risk
35,45996,Mortgage,0.0,Venture,D,15000,14.42,0,0.33,Y,7,0.18,Low Risk
28,45996,Other,12.0,Venture,B,5500,10.2,0,0.12,N,10,0.01,Low Risk
27,140000,Rent,0.0,Venture,B,5000,9.99,0,0.04,N,8,0.0,Low Risk
27,142000,Rent,2.0,Medical,C,5000,13.16,0,0.04,Y,9,0.06,Low Risk
30,144000,Rent,12.0,Education,E,5000,16.32,0,0.03,Y,7,0.07,Low Risk
27,145000,Rent,11.0,Medical,B,5000,12.69,0,0.03,N,7,0.03,Low Risk
30,46000,Own,10.0,Home Improvement,C,11200,14.27,0,0.24,Y,10,0.02,Low Risk
27,46000,Mortgage,3.0,Medical,A,18000,7.9,0,0.39,N,8,0.09,Low Risk
34,46000,Mortgage,5.0,Venture,A,10000,6.62,0,0.22,N,6,0.0,Low Risk
31,40000,Mortgage,2.0,Debt Consolidation,D,9500,16.77,1,0.24,N,10,0.84,High Risk
29,200000,Rent,4.0,Personal,A,5000,7.43,0,0.03,N,10,0.01,Low Risk
28,276000,Rent,1.0,Personal,A,5000,6.62,0,0.02,N,10,0.0,Low Risk
29,46000,Mortgage,3.0,Venture,B,6000,11.49,0,0.13,N,5,0.0,Low Risk
28,30000,Rent,2.0,Personal,A,5200,5.42,0,0.17,N,7,0.01,Low Risk
28,46000,Mortgage,12.0,Personal,A,6500,6.99,0,0.14,N,7,0.02,Low Risk
31,39000,Rent,15.0,Debt Consolidation,C,5200,13.48,0,0.13,N,9,0.09,Low Risk
30,46000,Own,14.0,Personal,C,6000,12.68,0,0.13,N,6,0.02,Low Risk
27,45000,Rent,0.0,Debt Consolidation,C,5200,13.49,0,0.12,N,8,0.05,Low Risk
28,39000,Rent,12.0,Debt Consolidation,B,5250,11.49,0,0.13,N,8,0.09,Low Risk
27,48000,Rent,8.0,Medical,C,5250,15.27,0,0.11,Y,6,0.05,Low Risk
29,15600,Rent,4.0,Personal,C,5275,14.72,1,0.34,Y,8,1.0,High Risk
31,50000,Rent,0.0,Education,C,5275,12.53,0,0.11,N,6,0.02,Low Risk
27,46000,Own,0.0,Education,A,18000,6.17,0,0.39,N,5,0.03,Low Risk
29,46000,Mortgage,3.0,Home Improvement,C,7500,14.35,0,0.16,Y,5,0.05,Low Risk
29,46000,Mortgage,9.0,Personal,A,4000,6.76,0,0.09,N,9,0.01,Low Risk
32,36000,Rent,4.0,Venture,A,5300,8.9,0,0.15,N,6,0.0,Low Risk
27,43218,Rent,11.0,Venture,C,5300,14.65,0,0.12,Y,10,0.14,Low Risk
31,46000,Mortgage,11.0,Venture,A,7000,7.88,0,0.15,N,6,0.02,Low Risk
32,47500,Rent,2.0,Medical,B,5300,11.49,0,0.11,N,8,0.03,Low Risk
28,46000,Mortgage,3.0,Education,D,16750,14.96,0,0.36,N,6,0.12,Low Risk
34,25000,Rent,0.0,Venture,B,5325,10.99,0,0.21,N,7,0.02,Low Risk
28,15360,Rent,2.0,Personal,B,5375,9.91,1,0.35,N,5,1.0,High Risk
29,18000,Rent,5.0,Home Improvement,B,5375,12.69,1,0.3,N,9,0.98,High Risk
28,46000,Mortgage,2.0,Personal,B,4000,11.48,0,0.09,N,5,0.02,Low Risk
28,46000,Mortgage,12.0,Education,A,6000,8.0,0,0.13,N,7,0.01,Low Risk
30,20000,Rent,14.0,Medical,D,5400,14.61,0,0.27,Y,7,0.23,Medium Risk
29,40000,Other,2.0,Debt Consolidation,E,15000,16.63,1,0.38,Y,10,0.9,High Risk
27,46028,Mortgage,8.0,Debt Consolidation,B,18000,10.74,0,0.39,N,9,0.06,Low Risk
30,29120,Rent,0.0,Debt Consolidation,A,5400,7.14,0,0.19,N,10,0.0,Low Risk
